cause,d,executed_code_modular_addition_factor,missing_factor_code_over_paper,n,paper_derivation_modular_addition_factor,paper_reported_implementation_class,q,source_verified_implementation_class
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1413600,12.270833333333334,589,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1416000,12.291666666666666,590,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1418400,12.3125,591,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1420800,12.333333333333334,592,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1423200,12.354166666666666,593,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1425600,12.375,594,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1428000,12.395833333333334,595,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1430400,12.416666666666666,596,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1432800,12.4375,597,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1435200,12.458333333333334,598,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1437600,12.479166666666666,599,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1440000,12.5,600,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1472450,12.26530612244898,601,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1474900,12.285714285714286,602,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1477350,12.306122448979592,603,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1479800,12.326530612244898,604,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1482250,12.346938775510203,605,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1484700,12.36734693877551,606,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1487150,12.387755102040817,607,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1489600,12.408163265306122,608,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1492050,12.428571428571429,609,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1494500,12.448979591836734,610,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1496950,12.46938775510204,611,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1499400,12.489795918367347,612,120050,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1532500,12.26,613,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1535000,12.28,614,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1537500,12.3,615,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1540000,12.32,616,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1542500,12.34,617,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1545000,12.36,618,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1547500,12.38,619,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1550000,12.4,620,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1552500,12.42,621,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1555000,12.44,622,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1557500,12.46,623,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1560000,12.48,624,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1562500,12.5,625,125000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1595048,12.775510204081632,626,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1597596,12.795918367346939,627,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1600144,12.816326530612244,628,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1602692,12.83673469387755,629,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1605240,12.857142857142858,630,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1607788,12.877551020408163,631,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1610336,12.89795918367347,632,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1612884,12.918367346938776,633,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1615432,12.938775510204081,634,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1617980,12.959183673469388,635,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1620528,12.979591836734693,636,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1623076,13.0,637,124852,O(n^(5/2) log n),49,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1658800,12.76,638,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1661400,12.78,639,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1664000,12.8,640,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1666600,12.82,641,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1669200,12.84,642,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1671800,12.86,643,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1674400,12.88,644,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1677000,12.9,645,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1679600,12.92,646,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1682200,12.94,647,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1684800,12.96,648,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1687400,12.98,649,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1690000,13.0,650,130000,O(n^(5/2) log n),50,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1726452,12.764705882352942,651,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1729104,12.784313725490197,652,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1731756,12.803921568627452,653,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1734408,12.823529411764707,654,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1737060,12.843137254901961,655,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1739712,12.862745098039216,656,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1742364,12.882352941176471,657,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1745016,12.901960784313726,658,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1747668,12.92156862745098,659,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1750320,12.941176470588236,660,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1752972,12.96078431372549,661,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1755624,12.980392156862745,662,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1758276,13.0,663,135252,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1795456,12.76923076923077,664,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1798160,12.788461538461538,665,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1800864,12.807692307692308,666,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1803568,12.826923076923077,667,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1806272,12.846153846153847,668,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1808976,12.865384615384615,669,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1811680,12.884615384615385,670,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1814384,12.903846153846153,671,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1817088,12.923076923076923,672,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1819792,12.942307692307692,673,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1822496,12.961538461538462,674,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1825200,12.98076923076923,675,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",26,1827904,13.0,676,140608,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1864458,13.27450980392157,677,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1867212,13.294117647058824,678,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1869966,13.313725490196079,679,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1872720,13.333333333333334,680,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1875474,13.352941176470589,681,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1878228,13.372549019607844,682,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1880982,13.392156862745098,683,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1883736,13.411764705882353,684,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1886490,13.431372549019608,685,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1889244,13.450980392156863,686,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1891998,13.470588235294118,687,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1894752,13.490196078431373,688,140454,O(n^(5/2) log n),51,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1934712,13.25,689,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1937520,13.26923076923077,690,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1940328,13.288461538461538,691,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1943136,13.307692307692308,692,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1945944,13.326923076923077,693,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1948752,13.346153846153847,694,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1951560,13.365384615384615,695,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1954368,13.384615384615385,696,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1957176,13.403846153846153,697,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1959984,13.423076923076923,698,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1962792,13.442307692307692,699,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1965600,13.461538461538462,700,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1968408,13.48076923076923,701,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,1971216,13.5,702,146016,O(n^(5/2) log n),52,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2011986,13.264150943396226,703,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2014848,13.283018867924529,704,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2017710,13.30188679245283,705,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2020572,13.320754716981131,706,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2023434,13.339622641509434,707,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2026296,13.358490566037736,708,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2029158,13.377358490566039,709,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2032020,13.39622641509434,710,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2034882,13.415094339622641,711,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2037744,13.433962264150944,712,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2040606,13.452830188679245,713,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2043468,13.471698113207546,714,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2046330,13.49056603773585,715,151686,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2087856,13.25925925925926,716,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2090772,13.277777777777779,717,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2093688,13.296296296296296,718,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2096604,13.314814814814815,719,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2099520,13.333333333333334,720,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2102436,13.351851851851851,721,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2105352,13.37037037037037,722,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2108268,13.38888888888889,723,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2111184,13.407407407407407,724,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2114100,13.425925925925926,725,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2117016,13.444444444444445,726,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2119932,13.462962962962964,727,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2122848,13.481481481481481,728,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",27,2125764,13.5,729,157464,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2166640,13.773584905660377,730,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2169608,13.79245283018868,731,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2172576,13.81132075471698,732,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2175544,13.830188679245284,733,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2178512,13.849056603773585,734,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2181480,13.867924528301886,735,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2184448,13.88679245283019,736,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2187416,13.90566037735849,737,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2190384,13.924528301886792,738,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2193352,13.943396226415095,739,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2196320,13.962264150943396,740,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2199288,13.981132075471699,741,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2202256,14.0,742,157304,O(n^(5/2) log n),53,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2246832,13.75925925925926,743,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2249856,13.777777777777779,744,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2252880,13.796296296296296,745,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2255904,13.814814814814815,746,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2258928,13.833333333333334,747,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2261952,13.851851851851851,748,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2264976,13.87037037037037,749,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2268000,13.88888888888889,750,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2271024,13.907407407407407,751,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2274048,13.925925925925926,752,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2277072,13.944444444444445,753,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2280096,13.962962962962964,754,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2283120,13.981481481481481,755,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2286144,14.0,756,163296,O(n^(5/2) log n),54,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2331560,13.763636363636364,757,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2334640,13.781818181818181,758,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2337720,13.8,759,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2340800,13.818181818181818,760,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2343880,13.836363636363636,761,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2346960,13.854545454545455,762,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2350040,13.872727272727273,763,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2353120,13.89090909090909,764,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2356200,13.909090909090908,765,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2359280,13.927272727272728,766,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2362360,13.945454545454545,767,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2365440,13.963636363636363,768,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2368520,13.981818181818182,769,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2371600,14.0,770,169400,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2417856,13.767857142857142,771,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2420992,13.785714285714286,772,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2424128,13.803571428571429,773,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2427264,13.821428571428571,774,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2430400,13.839285714285714,775,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2433536,13.857142857142858,776,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2436672,13.875,777,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2439808,13.892857142857142,778,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2442944,13.910714285714286,779,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2446080,13.928571428571429,780,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
