actual_arithmetic_source_ccx_class,actual_arithmetic_source_ccx_leading_constant,controlled_additions_per_controlled_multiplier,d,mode,n,per_run_invocation_ratio_regev_over_shor,preserves_regev_target_gate_class,q,qft_ratio_regev_over_shor,regev_controlled_modular_additions_per_run,regev_controlled_multiplier_invocations_per_run,regev_qft_canonical_cx,regev_runs_reference,regev_target_gate_class,regev_total_qubits,run_adjusted_invocation_ratio_vs_one_shor_run,scope,shor_controlled_modular_additions_per_run,shor_controlled_multiplier_invocations_per_run,shor_qft_canonical_cx,shor_total_qubits,verdict
Theta(n^3 log2(n)),80.0,1698,30,cover_2n,849,1.0070671378091873,False,57,0.03407704366043204,2903580,1710,98280,34,soft-O(n^(3/2)),3409,34.24028268551237,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2883204,1698,2884053,3397,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1700,30,cover_2n,850,1.0058823529411764,False,57,0.03399692132071882,2907000,1710,98280,34,soft-O(n^(3/2)),3411,34.2,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2890000,1700,2890850,3401,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1702,30,cover_2n,851,1.0047003525264395,False,57,0.03391708122602587,2910420,1710,98280,34,soft-O(n^(3/2)),3413,34.15981198589894,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2896804,1702,2897655,3405,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1704,30,cover_2n,852,1.0035211267605635,False,57,0.03383752205223125,2913840,1710,98280,34,soft-O(n^(3/2)),3415,34.11971830985915,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2903616,1704,2904468,3409,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1706,30,cover_2n,853,1.0023446658851114,False,57,0.03375824248296888,2917260,1710,98280,34,soft-O(n^(3/2)),3417,34.07971864009379,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2910436,1706,2911289,3413,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1708,30,cover_2n,854,1.0011709601873535,False,57,0.033679241209574114,2920680,1710,98280,34,soft-O(n^(3/2)),3419,34.039812646370024,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2917264,1708,2918118,3417,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1710,30,cover_2n,855,1.0,False,57,0.03360051693102971,2924100,1710,98280,34,soft-O(n^(3/2)),3421,34.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2924100,1710,2924955,3421,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1712,30,cover_2n,856,1.016355140186916,False,58,0.034719285080837714,2978880,1740,101790,34,soft-O(n^(3/2)),3453,34.55607476635514,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2930944,1712,2931800,3425,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1714,30,cover_2n,857,1.015169194865811,False,58,0.034638318984922686,2982360,1740,101790,34,soft-O(n^(3/2)),3455,34.51575262543757,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2937796,1714,2938653,3429,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1716,30,cover_2n,858,1.013986013986014,False,58,0.03455763578105553,2985840,1740,101790,34,soft-O(n^(3/2)),3457,34.47552447552447,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2944656,1716,2945514,3433,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1718,30,cover_2n,859,1.0128055878928988,False,58,0.03447723415288599,2989320,1740,101790,34,soft-O(n^(3/2)),3459,34.43538998835856,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2951524,1718,2952383,3437,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1720,30,cover_2n,860,1.0116279069767442,False,58,0.03439711279171144,2992800,1740,101790,34,soft-O(n^(3/2)),3461,34.395348837209305,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2958400,1720,2959260,3441,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1722,30,cover_2n,861,1.0104529616724738,False,58,0.03431727039642364,2996280,1740,101790,34,soft-O(n^(3/2)),3463,34.35540069686411,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2965284,1722,2966145,3445,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1724,30,cover_2n,862,1.0092807424593968,False,58,0.03423770567345591,2999760,1740,101790,34,soft-O(n^(3/2)),3465,34.31554524361949,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2972176,1724,2973038,3449,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1726,30,cover_2n,863,1.0081112398609502,False,58,0.034158417336730716,3003240,1740,101790,34,soft-O(n^(3/2)),3467,34.2757821552723,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2979076,1726,2979939,3453,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1728,30,cover_2n,864,1.0069444444444444,False,58,0.03407940410760775,3006720,1740,101790,34,soft-O(n^(3/2)),3469,34.236111111111114,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2985984,1728,2986848,3457,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1730,30,cover_2n,865,1.0057803468208093,False,58,0.034000664714832325,3010200,1740,101790,34,soft-O(n^(3/2)),3471,34.19653179190752,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2992900,1730,2993765,3461,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1732,30,cover_2n,866,1.0046189376443417,False,58,0.033922197894484266,3013680,1740,101790,34,soft-O(n^(3/2)),3473,34.15704387990762,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,2999824,1732,3000690,3465,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1734,30,cover_2n,867,1.0034602076124568,False,58,0.03384400238992719,3017160,1740,101790,34,soft-O(n^(3/2)),3475,34.11764705882353,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3006756,1734,3007623,3469,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1736,30,cover_2n,868,1.0023041474654377,False,58,0.0337660769517582,3020640,1740,101790,34,soft-O(n^(3/2)),3477,34.07834101382488,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3013696,1736,3014564,3473,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1738,30,cover_2n,869,1.001150747986191,False,58,0.033688420337757936,3024120,1740,101790,34,soft-O(n^(3/2)),3479,34.03912543153049,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3020644,1738,3021513,3477,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1740,30,cover_2n,870,1.0,False,58,0.033611031312841134,3027600,1740,101790,34,soft-O(n^(3/2)),3481,34.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3027600,1740,3028470,3481,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1742,30,cover_2n,871,1.0160734787600458,False,59,0.034680367064358154,3083340,1770,105270,34,soft-O(n^(3/2)),3513,34.546498277841565,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3034564,1742,3035435,3485,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1744,30,cover_2n,872,1.014908256880734,False,59,0.03460088193299518,3086880,1770,105270,34,soft-O(n^(3/2)),3515,34.50688073394495,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3041536,1744,3042408,3489,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1746,30,cover_2n,873,1.013745704467354,False,59,0.03452166975089108,3090420,1770,105270,34,soft-O(n^(3/2)),3517,34.46735395189003,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3048516,1746,3049389,3493,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1748,30,cover_2n,874,1.0125858123569793,False,59,0.03444272926974347,3093960,1770,105270,34,soft-O(n^(3/2)),3519,34.4279176201373,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3055504,1748,3056378,3497,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1750,30,cover_2n,875,1.0114285714285713,False,59,0.034364059248378015,3097500,1770,105270,34,soft-O(n^(3/2)),3521,34.38857142857143,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3062500,1750,3063375,3501,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1752,30,cover_2n,876,1.0102739726027397,False,59,0.034285658452699666,3101040,1770,105270,34,soft-O(n^(3/2)),3523,34.34931506849315,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3069504,1752,3070380,3505,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1754,30,cover_2n,877,1.0091220068415052,False,59,0.03420752565564424,3104580,1770,105270,34,soft-O(n^(3/2)),3525,34.310148232611176,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3076516,1754,3077393,3509,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1756,30,cover_2n,878,1.0079726651480638,False,59,0.034129659637130424,3108120,1770,105270,34,soft-O(n^(3/2)),3527,34.27107061503417,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3083536,1756,3084414,3513,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1758,30,cover_2n,879,1.006825938566553,False,59,0.03405205918401213,3111660,1770,105270,34,soft-O(n^(3/2)),3529,34.232081911262796,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3090564,1758,3091443,3517,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1760,30,cover_2n,880,1.0056818181818181,False,59,0.03397472309003124,3115200,1770,105270,34,soft-O(n^(3/2)),3531,34.19318181818182,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3097600,1760,3098480,3521,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1762,30,cover_2n,881,1.0045402951191829,False,59,0.033897650155770766,3118740,1770,105270,34,soft-O(n^(3/2)),3533,34.154370034052214,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3104644,1762,3105525,3525,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1764,30,cover_2n,882,1.0034013605442176,False,59,0.03382083918860829,3122280,1770,105270,34,soft-O(n^(3/2)),3535,34.1156462585034,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3111696,1764,3112578,3529,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1766,30,cover_2n,883,1.0022650056625142,False,59,0.03374428900266986,3125820,1770,105270,34,soft-O(n^(3/2)),3537,34.07701019252548,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3118756,1766,3119639,3533,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1768,30,cover_2n,884,1.001131221719457,False,59,0.03366799841878423,3129360,1770,105270,34,soft-O(n^(3/2)),3539,34.03846153846154,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3125824,1768,3126708,3537,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1770,30,cover_2n,885,1.0,False,59,0.03359196626443741,3132900,1770,105270,34,soft-O(n^(3/2)),3541,34.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3132900,1770,3133785,3541,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1772,30,cover_2n,886,1.0158013544018059,False,60,0.034671922110752755,3189600,1800,108900,34,soft-O(n^(3/2)),3573,34.5372460496614,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3139984,1772,3140870,3545,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1774,30,cover_2n,887,1.0146561443066517,False,60,0.03459379922826285,3193200,1800,108900,34,soft-O(n^(3/2)),3575,34.49830890642615,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3147076,1774,3147963,3549,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1776,30,cover_2n,888,1.0135135135135136,False,60,0.034515940088695504,3196800,1800,108900,34,soft-O(n^(3/2)),3577,34.45945945945946,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3154176,1776,3155064,3553,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1778,30,cover_2n,889,1.0123734533183353,False,60,0.034438343506190204,3200400,1800,108900,34,soft-O(n^(3/2)),3579,34.420697412823394,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3161284,1778,3162173,3557,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1780,30,cover_2n,890,1.0112359550561798,False,60,0.03436100830154388,3204000,1800,108900,34,soft-O(n^(3/2)),3581,34.38202247191011,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3168400,1780,3169290,3561,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1782,30,cover_2n,891,1.0101010101010102,False,60,0.03428393330216612,3207600,1800,108900,34,soft-O(n^(3/2)),3583,34.343434343434346,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3175524,1782,3176415,3565,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1784,30,cover_2n,892,1.0089686098654709,False,60,0.034207117342034736,3211200,1800,108900,34,soft-O(n^(3/2)),3585,34.30493273542601,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3182656,1784,3183548,3569,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1786,30,cover_2n,893,1.007838745800672,False,60,0.034130559261651636,3214800,1800,108900,34,soft-O(n^(3/2)),3587,34.266517357222845,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3189796,1786,3190689,3573,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1788,30,cover_2n,894,1.0067114093959733,False,60,0.03405425790799909,3218400,1800,108900,34,soft-O(n^(3/2)),3589,34.22818791946309,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3196944,1788,3197838,3577,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1790,30,cover_2n,895,1.005586592178771,False,60,0.03397821213449631,3222000,1800,108900,34,soft-O(n^(3/2)),3591,34.18994413407821,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3204100,1790,3204995,3581,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1792,30,cover_2n,896,1.0044642857142858,False,60,0.033902420800956366,3225600,1800,108900,34,soft-O(n^(3/2)),3593,34.151785714285715,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3211264,1792,3212160,3585,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1794,30,cover_2n,897,1.0033444816053512,False,60,0.03382688277354346,3229200,1800,108900,34,soft-O(n^(3/2)),3595,34.11371237458194,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3218436,1794,3219333,3589,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1796,30,cover_2n,898,1.0022271714922049,False,60,0.03375159692473053,3232800,1800,108900,34,soft-O(n^(3/2)),3597,34.075723830734965,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3225616,1796,3226514,3593,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1798,30,cover_2n,899,1.0011123470522802,False,60,0.033676562133257135,3236400,1800,108900,34,soft-O(n^(3/2)),3599,34.03781979977753,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3232804,1798,3233703,3597,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1800,30,cover_2n,900,1.0,False,60,0.03360177728408775,3240000,1800,108900,34,soft-O(n^(3/2)),3601,34.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3240000,1800,3240900,3601,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1802,31,cover_2n,901,1.0149833518312985,False,59,0.03348998877807214,3295858,1829,108779,35,soft-O(n^(3/2)),3632,35.52441731409545,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3247204,1802,3248105,3605,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1804,31,cover_2n,902,1.0138580931263859,False,59,0.033415783035635846,3299516,1829,108779,35,soft-O(n^(3/2)),3634,35.4850332594235,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3254416,1804,3255318,3609,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1806,31,cover_2n,903,1.012735326688815,False,59,0.03334182365329579,3303174,1829,108779,35,soft-O(n^(3/2)),3636,35.445736434108525,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3261636,1806,3262539,3613,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1808,31,cover_2n,904,1.0116150442477876,False,59,0.033268109541716724,3306832,1829,108779,35,soft-O(n^(3/2)),3638,35.406526548672566,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3268864,1808,3269768,3617,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1810,31,cover_2n,905,1.0104972375690608,False,59,0.03319463961757763,3310490,1829,108779,35,soft-O(n^(3/2)),3640,35.36740331491713,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3276100,1810,3277005,3621,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1812,31,cover_2n,906,1.0093818984547462,False,59,0.03312141280353201,3314148,1829,108779,35,soft-O(n^(3/2)),3642,35.32836644591612,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3283344,1812,3284250,3625,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1814,31,cover_2n,907,1.0082690187431091,False,59,0.033048428028168285,3317806,1829,108779,35,soft-O(n^(3/2)),3644,35.28941565600882,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3290596,1814,3291503,3629,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1816,31,cover_2n,908,1.00715859030837,False,59,0.0329756842259707,3321464,1829,108779,35,soft-O(n^(3/2)),3646,35.25055066079295,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3297856,1816,3298764,3633,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1818,31,cover_2n,909,1.006050605060506,False,59,0.03290318033728036,3325122,1829,108779,35,soft-O(n^(3/2)),3648,35.21177117711771,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3305124,1818,3306033,3637,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1820,31,cover_2n,910,1.004945054945055,False,59,0.0328309153082567,3328780,1829,108779,35,soft-O(n^(3/2)),3650,35.17307692307692,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3312400,1820,3313310,3641,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1822,31,cover_2n,911,1.00384193194292,False,59,0.03275888809083914,3332438,1829,108779,35,soft-O(n^(3/2)),3652,35.1344676180022,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3319684,1822,3320595,3645,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1824,31,cover_2n,912,1.0027412280701755,False,59,0.03268709764270913,3336096,1829,108779,35,soft-O(n^(3/2)),3654,35.09594298245614,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3326976,1824,3327888,3649,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1826,31,cover_2n,913,1.001642935377875,False,59,0.0326155429272524,3339754,1829,108779,35,soft-O(n^(3/2)),3656,35.05750273822563,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3334276,1826,3335189,3653,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1828,31,cover_2n,914,1.00054704595186,False,59,0.03254422291352156,3343412,1829,108779,35,soft-O(n^(3/2)),3658,35.0191466083151,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3341584,1828,3342498,3657,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1830,31,cover_2n,915,1.0163934426229508,False,60,0.03359289990641274,3403800,1860,112530,35,soft-O(n^(3/2)),3691,35.57377049180328,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3348900,1830,3349815,3661,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1832,31,cover_2n,916,1.01528384279476,False,60,0.0335196029954068,3407520,1860,112530,35,soft-O(n^(3/2)),3693,35.53493449781659,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3356224,1832,3357140,3665,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1834,31,cover_2n,917,1.014176663031625,False,60,0.03344654571458888,3411240,1860,112530,35,soft-O(n^(3/2)),3695,35.49618320610687,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3363556,1834,3364473,3669,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1836,31,cover_2n,918,1.0130718954248366,False,60,0.033373727020529605,3414960,1860,112530,35,soft-O(n^(3/2)),3697,35.45751633986928,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3370896,1836,3371814,3673,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1838,31,cover_2n,919,1.0119695321001088,False,60,0.03330114587547271,3418680,1860,112530,35,soft-O(n^(3/2)),3699,35.41893362350381,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3378244,1838,3379163,3677,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1840,31,cover_2n,920,1.0108695652173914,False,60,0.033228801247298115,3422400,1860,112530,35,soft-O(n^(3/2)),3701,35.380434782608695,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3385600,1840,3386520,3681,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1842,31,cover_2n,921,1.009771986970684,False,60,0.033156692109485145,3426120,1860,112530,35,soft-O(n^(3/2)),3703,35.34201954397394,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3392964,1842,3393885,3685,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1844,31,cover_2n,922,1.0086767895878526,False,60,0.03308481744107621,3429840,1860,112530,35,soft-O(n^(3/2)),3705,35.30368763557484,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3400336,1844,3401258,3689,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1846,31,cover_2n,923,1.0075839653304441,False,60,0.0330131762266406,3433560,1860,112530,35,soft-O(n^(3/2)),3707,35.26543878656555,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3407716,1846,3408639,3693,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1848,31,cover_2n,924,1.0064935064935066,False,60,0.03294176745623865,3437280,1860,112530,35,soft-O(n^(3/2)),3709,35.22727272727273,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3415104,1848,3416028,3697,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1850,31,cover_2n,925,1.0054054054054054,False,60,0.03287059012538612,3441000,1860,112530,35,soft-O(n^(3/2)),3711,35.189189189189186,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3422500,1850,3423425,3701,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1852,31,cover_2n,926,1.0043196544276458,False,60,0.03279964323501893,3444720,1860,112530,35,soft-O(n^(3/2)),3713,35.1511879049676,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3429904,1852,3430830,3705,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1854,31,cover_2n,927,1.0032362459546926,False,60,0.03272892579145802,3448440,1860,112530,35,soft-O(n^(3/2)),3715,35.11326860841424,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3437316,1854,3438243,3709,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1856,31,cover_2n,928,1.0021551724137931,False,60,0.03265843680637462,3452160,1860,112530,35,soft-O(n^(3/2)),3717,35.07543103448276,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3444736,1856,3445664,3713,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1858,31,cover_2n,929,1.0010764262648009,False,60,0.03258817529675569,3455880,1860,112530,35,soft-O(n^(3/2)),3719,35.03767491926803,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,3452164,1858,3453093,3717,FAILS_REGEV_COMPLEXITY_FIDELITY
